id,title,year,country,duration,language,rating,revenue,budget
1175,Aimee & Jaguar,1999.0,Germany,125.0,German,,927107.0,15000000.0
1176,American Beauty,1999.0,USA,122.0,English,R,130058047.0,15000000.0
1177,American Pie,1999.0,USA,95.0,English,R,101736215.0,11000000.0
1178,An Ideal Husband,1999.0,UK,97.0,English,PG-13,18535191.0,14000000.0
1179,Analyze This,1999.0,USA,103.0,English,R,106694016.0,30000000.0
1180,Angela's Ashes,1999.0,USA,145.0,English,R,13038660.0,25000000.0
1181,Anna and the King,1999.0,USA,148.0,English,PG-13,39251128.0,75000000.0
1182,Any Given Sunday,1999.0,USA,156.0,English,R,75530832.0,55000000.0
1183,Anywhere But Here,1999.0,USA,114.0,English,PG-13,18653615.0,23000000.0
1184,Arlington Road,1999.0,USA,117.0,English,R,24362501.0,21500000.0
1185,At First Sight,1999.0,USA,128.0,English,PG-13,22326247.0,60000000.0
1186,Austin Powers: The Spy Who Shagged Me,1999.0,USA,95.0,English,PG-13,205399422.0,33000000.0
1187,Baby Geniuses,1999.0,USA,97.0,English,PG,27141959.0,18000000.0
1188,Bats,1999.0,USA,91.0,English,PG-13,10149779.0,6500000.0
1189,Being John Malkovich,1999.0,USA,112.0,English,R,22858926.0,13000000.0
1190,Beyond the Mat,1999.0,USA,108.0,English,R,2047570.0,500000.0
1191,Bicentennial Man,1999.0,USA,132.0,English,PG,58220776.0,100000000.0
1192,Big Daddy,1999.0,USA,93.0,English,PG-13,163479795.0,34200000.0
1193,Blast from the Past,1999.0,USA,112.0,English,PG-13,26494611.0,35000000.0
1194,Blue Streak,1999.0,USA,93.0,English,PG-13,68208190.0,65000000.0
1195,Bowfinger,1999.0,USA,85.0,English,PG-13,66365290.0,55000000.0
1196,Boys Don't Cry,1999.0,USA,118.0,English,R,11533945.0,2000000.0
1197,Breakfast of Champions,1999.0,USA,110.0,English,R,175370.0,12000000.0
1198,Bringing Out the Dead,1999.0,USA,121.0,English,R,16640210.0,55000000.0
1199,Brokedown Palace,1999.0,USA,100.0,English,PG-13,10114315.0,25000000.0
1200,But I'm a Cheerleader,1999.0,USA,85.0,English,R,2199853.0,1200000.0
1201,Chill Factor,1999.0,USA,102.0,English,R,11227940.0,34000000.0
1202,Cradle Will Rock,1999.0,USA,132.0,English,R,2899970.0,32000000.0
1203,Crazy in Alabama,1999.0,USA,111.0,English,PG-13,1954202.0,15000000.0
1204,Cruel Intentions,1999.0,USA,97.0,English,R,38201895.0,10500000.0
1205,Deep Blue Sea,1999.0,USA,105.0,English,R,73648142.0,60000000.0
1206,Deterrence,1999.0,France,104.0,English,R,144583.0,800000.0
1207,Detroit Rock City,1999.0,USA,95.0,English,R,4193025.0,15000000.0
1208,Deuce Bigalow: Male Gigolo,1999.0,USA,88.0,English,R,65535067.0,17000000.0
1209,Dick,1999.0,France,94.0,English,PG-13,6241697.0,13000000.0
1210,Dogma,1999.0,USA,130.0,English,R,30651422.0,10000000.0
1211,Double Jeopardy,1999.0,USA,105.0,English,R,116735231.0,70000000.0
1212,Doug's 1st Movie,1999.0,USA,77.0,English,G,19421271.0,5000000.0
1213,Dreaming of Joseph Lees,1999.0,USA,92.0,English,R,7680.0,2000000.0
1214,Drive Me Crazy,1999.0,USA,91.0,English,PG-13,17843379.0,8000000.0
1215,Drop Dead Gorgeous,1999.0,Germany,97.0,English,PG-13,10561238.0,10000000.0
1216,Dudley Do-Right,1999.0,USA,77.0,English,PG,9694105.0,22000000.0
1217,East Is East,1999.0,UK,96.0,English,R,4170647.0,1900000.0
1218,Edtv,1999.0,USA,122.0,English,PG-13,22362500.0,55000000.0
1219,Election,1999.0,USA,103.0,English,R,14879556.0,8000000.0
1220,End of Days,1999.0,USA,121.0,English,R,66862068.0,83000000.0
1221,Entrapment,1999.0,USA,113.0,English,PG-13,87704396.0,66000000.0
1222,eXistenZ,1999.0,Canada,115.0,English,R,2840417.0,31000000.0
1223,Eye of the Beholder,1999.0,Canada,109.0,English,R,16459004.0,15000000.0
1224,Eyes Wide Shut,1999.0,UK,159.0,English,R,55637680.0,65000000.0
1225,Fantasia 2000,1999.0,USA,74.0,English,G,60507228.0,80000000.0
1226,Felicia's Journey,1999.0,Canada,116.0,English,PG-13,819852.0,
1227,Fight Club,1999.0,USA,151.0,English,R,37023395.0,63000000.0
1228,Flawless,1999.0,USA,112.0,English,R,4485485.0,15000000.0
1229,Foolish,1999.0,USA,84.0,English,R,6026908.0,2000000.0
1230,For Love of the Game,1999.0,USA,137.0,English,PG-13,35168395.0,50000000.0
1231,Galaxy Quest,1999.0,USA,102.0,English,PG,71423726.0,45000000.0
1232,Ghost Dog: The Way of the Samurai,1999.0,France,116.0,English,R,3300230.0,
1233,"Girl, Interrupted",1999.0,USA,127.0,English,R,28871190.0,24000000.0
1234,Go,1999.0,USA,102.0,English,R,16842303.0,6500000.0
1235,Godzilla 2000,1999.0,Japan,99.0,Japanese,PG,10037390.0,1000000000.0
1236,"Happy, Texas",1999.0,USA,98.0,English,PG-13,1943649.0,1700000.0
1237,Held Up,1999.0,USA,89.0,English,PG-13,4692814.0,8000000.0
1238,House on Haunted Hill,1999.0,USA,93.0,English,R,40846082.0,19000000.0
1239,Human Traffic,1999.0,UK,99.0,English,R,104257.0,2200000.0
1240,Idle Hands,1999.0,USA,92.0,English,R,4002955.0,20000000.0
1241,In Dreams,1999.0,USA,100.0,English,R,11900000.0,30000000.0
1242,In Too Deep,1999.0,USA,95.0,English,R,14003141.0,7000000.0
1243,Inspector Gadget,1999.0,USA,110.0,English,PG,97360069.0,75000000.0
1244,Instinct,1999.0,USA,126.0,English,R,34098563.0,55000000.0
1245,Jakob the Liar,1999.0,France,120.0,English,PG-13,4956401.0,15000000.0
1246,Jawbreaker,1999.0,USA,87.0,English,R,3071947.0,3500000.0
1247,Jesus' Son,1999.0,USA,107.0,English,R,1282084.0,2500000.0
1248,Just Looking,1999.0,USA,97.0,English,R,39852.0,3000000.0
1249,Lake Placid,1999.0,USA,82.0,English,R,31768374.0,27000000.0
1250,Light It Up,1999.0,USA,99.0,English,R,5871603.0,13000000.0
1251,Limbo,1999.0,USA,126.0,English,R,1997807.0,8000000.0
1252,Love Stinks,1999.0,USA,94.0,English,R,2800000.0,4000000.0
1253,Magnolia,1999.0,USA,188.0,English,R,22450975.0,37000000.0
1254,Man on the Moon,1999.0,UK,118.0,English,R,34580635.0,52000000.0
1255,Message in a Bottle,1999.0,USA,131.0,English,PG-13,52799004.0,55000000.0
1256,Mickey Blue Eyes,1999.0,UK,102.0,English,PG-13,33864342.0,40000000.0
1257,Molly,1999.0,USA,102.0,English,PG-13,15593.0,21000000.0
1258,Mumford,1999.0,USA,112.0,English,R,4554569.0,28000000.0
1259,Muppets from Space,1999.0,USA,87.0,English,G,16290976.0,24000000.0
1260,My Favorite Martian,1999.0,USA,94.0,English,PG,36830057.0,65000000.0
1261,Mystery Men,1999.0,USA,121.0,English,PG-13,29655590.0,65000000.0
1262,"Mystery, Alaska",1999.0,Canada,119.0,English,R,8888143.0,28000000.0
1263,Notting Hill,1999.0,UK,124.0,English,PG-13,116006080.0,42000000.0
1264,Office Space,1999.0,USA,89.0,English,R,10824921.0,10000000.0
1265,One Man's Hero,1999.0,Spain,121.0,English,R,229311.0,11350000.0
1266,Outside Providence,1999.0,USA,96.0,English,R,7292175.0,7000000.0
1267,Payback,1999.0,USA,90.0,English,R,81517441.0,50000000.0
1268,Play It to the Bone,1999.0,USA,124.0,English,R,8427204.0,24000000.0
1269,Pushing Tin,1999.0,USA,124.0,English,R,8406264.0,38000000.0
1270,Random Hearts,1999.0,USA,133.0,English,R,31054924.0,64000000.0
1271,Ravenous,1999.0,Czech Republic,101.0,English,R,2060953.0,12000000.0
1272,Ride with the Devil,1999.0,USA,148.0,English,R,630779.0,35000000.0
1273,Runaway Bride,1999.0,USA,116.0,English,PG,152149590.0,70000000.0
1274,She's All That,1999.0,USA,95.0,English,PG-13,63319509.0,10000000.0
1275,Simply Irresistible,1999.0,Germany,96.0,English,PG-13,4394936.0,6000000.0
1276,Smiling Fish & Goat on Fire,1999.0,USA,90.0,English,R,277233.0,40000.0
1277,Snow Falling on Cedars,1999.0,USA,127.0,English,PG-13,14378353.0,36000000.0
1278,South Park: Bigger Longer & Uncut,1999.0,USA,81.0,English,R,52008288.0,21000000.0
1279,Speedway Junky,1999.0,USA,105.0,English,R,,1000000.0
1280,Star Wars: Episode I - The Phantom Menace,1999.0,USA,136.0,English,PG,474544677.0,115000000.0
1281,Stigmata,1999.0,USA,103.0,English,R,50041732.0,29000000.0
1282,Stir of Echoes,1999.0,USA,99.0,English,R,21133087.0,12000000.0
1283,Stuart Little,1999.0,Germany,84.0,English,PG,140015224.0,133000000.0
1284,Sugar Town,1999.0,UK,92.0,English,R,177840.0,250000.0
1285,Summer of Sam,1999.0,USA,142.0,English,R,19283782.0,22000000.0
1286,Superstar,1999.0,USA,81.0,English,PG-13,30628981.0,14000000.0
1287,Tea with Mussolini,1999.0,Italy,117.0,English,PG,14348123.0,12000000.0
1288,The 13th Warrior,1999.0,USA,102.0,English,R,32694788.0,85000000.0
1289,The Adventures of Elmo in Grouchland,1999.0,USA,73.0,English,G,11634458.0,17000000.0
1290,The Astronaut's Wife,1999.0,USA,109.0,English,R,10654581.0,34000000.0
1291,The Astronaut's Wife,1999.0,USA,109.0,English,R,10654581.0,34000000.0
1292,The Basket,1999.0,USA,105.0,English,PG,609042.0,1300000.0
1293,The Best Man,1999.0,USA,120.0,English,R,34074895.0,9000000.0
1294,The Big Tease,1999.0,UK,86.0,English,R,185577.0,4000000.0
1295,The Blair Witch Project,1999.0,USA,81.0,English,R,140530114.0,60000.0
1296,The Bone Collector,1999.0,USA,118.0,English,R,66488090.0,48000000.0
1297,The Boondock Saints,1999.0,Canada,102.0,English,R,,7000000.0
1298,The Corruptor,1999.0,USA,110.0,English,R,15156200.0,30000000.0
1299,The Deep End of the Ocean,1999.0,USA,106.0,English,PG-13,13376506.0,40000000.0
1300,The End of the Affair,1999.0,UK,102.0,English,R,10660147.0,23000000.0
1301,The General's Daughter,1999.0,USA,116.0,English,R,102678089.0,95000000.0
1302,The Green Mile,1999.0,USA,189.0,English,R,136801374.0,60000000.0
1303,The Haunting,1999.0,USA,113.0,English,PG-13,91188905.0,80000000.0
1304,The Hurricane,1999.0,USA,146.0,English,R,50668906.0,38000000.0
1305,The Insider,1999.0,USA,157.0,English,R,28965197.0,68000000.0
1306,The Iron Giant,1999.0,USA,90.0,English,PG,23159305.0,70000000.0
1307,The Limey,1999.0,USA,89.0,English,R,3193102.0,9000000.0
1308,The Loss of Sexual Innocence,1999.0,USA,106.0,English,R,399793.0,4000000.0
1309,The Matrix,1999.0,USA,136.0,English,R,171383253.0,63000000.0
1310,The Messenger: The Story of Joan of Arc,1999.0,France,158.0,English,R,14131298.0,390000000.0
1311,The Muse,1999.0,USA,97.0,English,PG-13,11614236.0,15000000.0
1312,The Ninth Gate,1999.0,Spain,133.0,English,R,18653746.0,38000000.0
1313,The Omega Code,1999.0,USA,100.0,English,PG-13,12610552.0,7500000.0
1314,The Out-of-Towners,1999.0,USA,90.0,English,PG-13,28535768.0,40000000.0
1315,The Rage: Carrie 2,1999.0,USA,104.0,English,R,17757087.0,21000000.0
1316,The Sixth Sense,1999.0,USA,107.0,English,PG-13,293501675.0,40000000.0
1317,The Story of Us,1999.0,USA,95.0,English,R,27067160.0,50000000.0
1318,The Straight Story,1999.0,France,112.0,English,G,6197866.0,10000000.0
1319,The Talented Mr. Ripley,1999.0,USA,139.0,English,R,81292135.0,40000000.0
1320,The Thirteenth Floor,1999.0,Germany,100.0,English,R,15500000.0,16000000.0
1321,The Thomas Crown Affair,1999.0,USA,113.0,English,R,69304264.0,48000000.0
1322,The Virgin Suicides,1999.0,USA,90.0,English,R,4859475.0,6000000.0
1323,The Woman Chaser,1999.0,USA,88.0,English,,110720.0,1200000.0
1324,The Wood,1999.0,USA,106.0,English,R,25047631.0,6000000.0
1325,The World Is Not Enough,1999.0,UK,128.0,English,PG-13,126930660.0,135000000.0
1326,Three Kings,1999.0,USA,114.0,English,R,60652036.0,48000000.0
1327,Three to Tango,1999.0,Australia,98.0,English,PG-13,10544143.0,20000000.0
1328,Topsy-Turvy,1999.0,UK,154.0,English,R,6201757.0,10000000.0
1329,Toy Story 2,1999.0,USA,82.0,English,G,245823397.0,90000000.0
1330,Trippin',1999.0,USA,94.0,English,R,9016377.0,
1331,Tumbleweeds,1999.0,USA,102.0,English,PG-13,1281176.0,312000.0
1332,Twin Falls Idaho,1999.0,USA,111.0,English,R,985341.0,500000.0
1333,Universal Soldier: The Return,1999.0,USA,83.0,English,R,10431220.0,24000000.0
1334,Varsity Blues,1999.0,USA,106.0,English,R,52885587.0,16000000.0
1335,Wild Wild West,1999.0,USA,106.0,English,PG-13,113745408.0,170000000.0
1336,Wing Commander,1999.0,USA,100.0,English,PG-13,11576087.0,30000000.0
1337,102 Dalmatians,2000.0,USA,100.0,English,G,66941559.0,85000000.0
1338,28 Days,2000.0,USA,103.0,English,PG-13,37035515.0,43000000.0
1339,3 Strikes,2000.0,USA,82.0,English,R,9821335.0,6000000.0
1340,Aberdeen,2000.0,UK,106.0,English,,64148.0,6500000.0
1341,All the Pretty Horses,2000.0,USA,220.0,English,PG-13,15527125.0,57000000.0
1342,Almost Famous,2000.0,USA,152.0,English,R,32522352.0,60000000.0
1343,American Psycho,2000.0,USA,102.0,English,R,15047419.0,7000000.0
1344,Amores Perros,2000.0,Mexico,115.0,Spanish,R,5383834.0,2000000.0
1345,An Everlasting Piece,2000.0,USA,103.0,English,R,75078.0,14000000.0
1346,Anatomy,2000.0,Germany,103.0,German,R,5725.0,8400000.0
1347,Autumn in New York,2000.0,USA,103.0,English,PG-13,37752931.0,40000000.0
1348,Bamboozled,2000.0,USA,135.0,English,R,2185266.0,10000000.0
1349,Battlefield Earth,2000.0,USA,119.0,English,PG-13,21471685.0,44000000.0
1350,Bedazzled,2000.0,USA,93.0,English,PG-13,37879996.0,48000000.0
1351,Best in Show,2000.0,USA,90.0,English,PG-13,18621249.0,6000000.0
1352,Big Momma's House,2000.0,USA,99.0,English,PG-13,117559438.0,30000000.0
1353,Billy Elliot,2000.0,UK,110.0,English,R,21994911.0,5000000.0
1354,Bless the Child,2000.0,USA,107.0,English,R,29374178.0,40000000.0
1355,Boiler Room,2000.0,USA,120.0,English,R,16938179.0,8000000.0
1356,Book of Shadows: Blair Witch 2,2000.0,USA,90.0,English,R,26421314.0,15000000.0
1357,Boys and Girls,2000.0,USA,94.0,English,PG-13,20627372.0,16000000.0
1358,Bring It On,2000.0,USA,98.0,English,PG-13,68353550.0,10000000.0
1359,Brother,2000.0,USA,114.0,English,R,447750.0,10000000.0
1360,Cast Away,2000.0,USA,143.0,English,PG-13,233630478.0,90000000.0
1361,Cecil B. DeMented,2000.0,France,87.0,English,R,1276984.0,10000000.0
1362,Center Stage,2000.0,USA,115.0,English,PG-13,17174870.0,18000000.0
1363,Charlie's Angels,2000.0,USA,94.0,English,PG-13,125305545.0,92000000.0
1364,Chicken Run,2000.0,UK,84.0,English,G,106793915.0,45000000.0
1365,Chocolat,2000.0,UK,121.0,English,PG-13,71309760.0,25000000.0
1366,Chuck & Buck,2000.0,USA,96.0,English,R,1050600.0,250000.0
1367,Coyote Ugly,2000.0,USA,107.0,English,PG-13,60786269.0,45000000.0
1368,"Crouching Tiger, Hidden Dragon",2000.0,Taiwan,120.0,Mandarin,PG-13,128067808.0,15000000.0
1369,Dancer in the Dark,2000.0,Denmark,140.0,English,R,4157491.0,12800000.0
1370,Digimon: The Movie,2000.0,USA,82.0,English,PG,9628751.0,5000000.0
1371,Dinner Rush,2000.0,USA,99.0,English,R,110000.0,
1372,Dinosaur,2000.0,USA,82.0,English,PG,137748063.0,127500000.0
1373,Down to You,2000.0,USA,91.0,English,PG-13,20035310.0,9000000.0
1374,Dracula 2000,2000.0,USA,99.0,English,R,33000377.0,28000000.0
1375,Drowning Mona,2000.0,USA,96.0,English,PG-13,15427192.0,16000000.0
1376,"Dude, Where's My Car?",2000.0,USA,83.0,English,PG-13,46729374.0,13000000.0
1377,Duets,2000.0,USA,112.0,English,R,4734235.0,15000000.0
1378,Erin Brockovich,2000.0,USA,131.0,English,R,125548685.0,52000000.0
1379,Everything Put Together,2000.0,USA,87.0,English,R,,100000.0
1380,Final Destination,2000.0,USA,98.0,English,R,53302314.0,23000000.0
1381,Finding Forrester,2000.0,USA,136.0,English,PG-13,51768623.0,43000000.0
1382,Fiza,2000.0,India,167.0,Hindi,,610991.0,1000000.0
1383,Frequency,2000.0,USA,118.0,English,PG-13,44983704.0,31000000.0
1384,George Washington,2000.0,USA,90.0,English,Unrated,241816.0,42000.0
1385,Get Carter,2000.0,USA,102.0,English,R,14967182.0,40000000.0
1386,Gladiator,2000.0,USA,171.0,English,R,187670866.0,103000000.0
1387,Gone in Sixty Seconds,2000.0,USA,127.0,English,PG-13,101643008.0,90000000.0
1388,Gossip,2000.0,USA,90.0,English,R,5108820.0,24000000.0
1389,Groove,2000.0,USA,86.0,English,R,1114943.0,500000.0
1390,Gun Shy,2000.0,USA,101.0,English,R,1631839.0,10000000.0
1391,Hanging Up,2000.0,Germany,94.0,English,PG-13,36037909.0,60000000.0
1392,Here on Earth,2000.0,USA,96.0,English,PG-13,10494147.0,15000000.0
1393,High Fidelity,2000.0,UK,113.0,English,R,27277055.0,20000000.0
1394,Highlander: Endgame,2000.0,USA,101.0,English,R,12801190.0,15000000.0
1395,Hollow Man,2000.0,USA,119.0,English,R,73209340.0,95000000.0
1396,How the Grinch Stole Christmas,2000.0,USA,110.0,English,PG,260031035.0,123000000.0
1397,Hum To Mohabbat Karega,2000.0,India,,Hindi,,,
1398,I Dreamed of Africa,2000.0,USA,114.0,English,PG-13,6543194.0,34000000.0
1399,Isn't She Great,2000.0,USA,95.0,English,R,2954405.0,36000000.0
1400,Keeping the Faith,2000.0,USA,128.0,English,PG-13,37036404.0,30000000.0
1401,Lisa Picard Is Famous,2000.0,USA,90.0,English,PG-13,112521.0,
1402,Little Nicky,2000.0,USA,90.0,English,PG-13,39442871.0,80000000.0
1403,Loser,2000.0,USA,98.0,English,PG-13,15464026.0,20000000.0
1404,Lost Souls,2000.0,USA,97.0,English,R,16779636.0,28000000.0
1405,Love & Basketball,2000.0,USA,124.0,English,PG-13,27441122.0,15000000.0
1406,Lucky Numbers,2000.0,France,105.0,English,R,10014234.0,65000000.0
1407,Luminarias,2000.0,USA,100.0,English,R,428535.0,1000000.0
1408,"Me, Myself & Irene",2000.0,USA,116.0,English,R,90567722.0,51000000.0
1409,Meet the Parents,2000.0,USA,108.0,English,PG-13,166225040.0,55000000.0
1410,Memento,2000.0,USA,113.0,English,R,25530884.0,9000000.0
1411,Men of Honor,2000.0,USA,129.0,English,R,48814909.0,32000000.0
1412,Mercy Streets,2000.0,USA,106.0,English,PG-13,171988.0,600000.0
1413,Michael Jordan to the Max,2000.0,USA,46.0,English,,18642318.0,
1414,Miss Congeniality,2000.0,USA,109.0,English,PG-13,106807667.0,45000000.0
1415,Mission to Mars,2000.0,USA,114.0,English,PG,60874615.0,90000000.0
1416,Mission: Impossible II,2000.0,USA,123.0,English,PG-13,215397307.0,125000000.0
1417,My Dog Skip,2000.0,USA,95.0,English,PG,34099640.0,5000000.0
1418,Next Friday,2000.0,USA,98.0,English,R,57176582.0,9500000.0
1419,Nine Queens,2000.0,Argentina,114.0,Spanish,R,1221261.0,1500000.0
1420,Nurse Betty,2000.0,Germany,110.0,English,R,25167270.0,24000000.0
1421,Nutty Professor II: The Klumps,2000.0,USA,109.0,English,PG-13,123307945.0,65000000.0
1422,"O Brother, Where Art Thou?",2000.0,UK,107.0,English,PG-13,45506619.0,26000000.0
1423,Pandaemonium,2000.0,UK,124.0,English,PG-13,,15000000.0
1424,Pay It Forward,2000.0,USA,123.0,English,PG-13,33508922.0,40000000.0
1425,Pitch Black,2000.0,USA,112.0,English,R,39235088.0,23000000.0
1426,Pok̩mon 3: The Movie,2000.0,Japan,93.0,Japanese,G,,16000000.0
1427,Pollock,2000.0,USA,122.0,English,R,8596914.0,6000000.0
1428,Proof of Life,2000.0,USA,135.0,English,R,32598931.0,65000000.0
1429,Psycho Beach Party,2000.0,Australia,85.0,English,Unrated,265107.0,1500000.0
1430,Quills,2000.0,UK,124.0,English,R,7060876.0,13500000.0
1431,Ready to Rumble,2000.0,USA,107.0,English,PG-13,12372410.0,24000000.0
1432,Red Planet,2000.0,USA,106.0,English,PG-13,17473245.0,70000000.0
1433,Reindeer Games,2000.0,USA,124.0,English,R,23360779.0,34000000.0
1434,Remember the Titans,2000.0,USA,120.0,English,PG,115648585.0,30000000.0
1435,Requiem for a Dream,2000.0,USA,102.0,English,R,3609278.0,4500000.0
1436,Return to Me,2000.0,USA,115.0,English,PG,32662299.0,24000000.0
1437,Road Trip,2000.0,USA,94.0,English,R,68525609.0,15600000.0
1438,Romeo Must Die,2000.0,USA,115.0,English,R,55973336.0,25000000.0
1439,Rugrats in Paris: The Movie,2000.0,Germany,78.0,English,G,76501438.0,30000000.0
1440,Scream 3,2000.0,USA,116.0,English,R,89138076.0,40000000.0
1441,Screwed,2000.0,USA,81.0,English,PG-13,6982680.0,10000000.0
1442,Sexy Beast,2000.0,UK,89.0,English,R,6940281.0,
1443,Shadow of the Vampire,2000.0,UK,92.0,English,R,8279017.0,8000000.0
1444,Shaft,2000.0,Germany,99.0,English,R,70327868.0,46000000.0
1445,Shanghai Noon,2000.0,USA,110.0,English,PG-13,56932305.0,55000000.0
1446,Small Time Crooks,2000.0,USA,94.0,English,PG,17071230.0,18000000.0
1447,Snatch,2000.0,UK,104.0,English,R,30093107.0,6000000.0
1448,Snatch,2000.0,UK,104.0,English,R,30093107.0,6000000.0
1449,Snow Day,2000.0,USA,89.0,English,PG,60008303.0,13000000.0
1450,Songcatcher,2000.0,USA,109.0,English,PG-13,3050934.0,1800000.0
1451,Space Cowboys,2000.0,USA,130.0,English,PG-13,90454043.0,65000000.0
1452,Supernova,2000.0,USA,91.0,English,PG-13,14218868.0,65000000.0
1453,Tadpole,2000.0,USA,78.0,English,PG-13,2882062.0,150000.0
1454,The 6th Day,2000.0,USA,123.0,English,PG-13,34543701.0,82000000.0
1455,The Adventures of Rocky & Bullwinkle,2000.0,USA,92.0,English,PG,26000610.0,76000000.0
1456,The Art of War,2000.0,USA,116.0,English,R,30199105.0,40000000.0
1457,The Beach,2000.0,USA,119.0,English,R,39778599.0,50000000.0
1458,The Broken Hearts Club: A Romantic Comedy,2000.0,USA,94.0,English,R,1744858.0,1000000.0
1459,The Cell,2000.0,USA,109.0,English,R,61280963.0,33000000.0
1460,The Circle,2000.0,Iran,90.0,Persian,Not Rated,673780.0,10000.0
1461,The Claim,2000.0,UK,115.0,English,R,403932.0,20000000.0
1462,The Claim,2000.0,UK,115.0,English,R,403932.0,20000000.0
1463,The Contender,2000.0,USA,126.0,English,R,17804273.0,20000000.0
1464,The Crew,2000.0,USA,88.0,English,PG-13,13019253.0,23000000.0
1465,The Emperor's New Groove,2000.0,USA,78.0,English,G,89296573.0,100000000.0
1466,The Family Man,2000.0,USA,125.0,English,PG-13,75764085.0,60000000.0
1467,The Flintstones in Viva Rock Vegas,2000.0,USA,90.0,English,PG,35231365.0,60000000.0
1468,The House of Mirth,2000.0,UK,135.0,English,PG,3041803.0,10000000.0
